,obj,g_psf,r_psf,i_psf,z_psf,y_psf,sg_psf,sr_psf,si_psf,sz_psf,sy_psf,g_r_psf,z_y_psf,sig_g_r_psf,sig_z_y_psf,g_ap,r_ap,i_ap,z_ap,y_ap,sg_ap,sr_ap,si_ap,sz_ap,sy_ap,g_r_ap,z_y_ap,sig_g_r_ap,sig_z_y_ap
11,159.0,15.829870913444468,15.211115809724474,14.865053110538454,14.740589033127575,14.734420961636783,0.021743327413133236,0.026328854481927875,0.025584916884794265,0.02295169561870783,0.05012559630698876,0.6187551037199945,0.0061680714907925704,0.034146461973757175,0.0551303522291035,19.19991395870025,18.781443602472905,18.356219223004768,18.839756965662424,19.954222941189883,0.06119783507189564,0.11294242241078063,0.011002651155670045,0.07384493053344371,0.06360582362567854,0.4184703562273455,-1.1144659755274589,0.1284568635671218,0.09746165689434001
12,175.0,15.56438459626116,15.164204960800797,14.96614771980006,14.887449299881002,14.899435457417836,0.028051308073408526,0.025674831931811016,0.027598475553446026,0.0279827529835138,0.03075108675989276,0.40017963546036306,-0.01198615753683363,0.03802726494708786,0.041577202905568364,18.92491055594743,18.727377459696584,18.451160948933968,18.98849978836659,20.121244833181194,0.056387878913531836,0.06251120986982624,0.01527608316415312,0.05893214548062535,0.03649460942900804,0.19753309625084725,-1.1327450448146053,0.08418577224066183,0.06931705625836569
13,180.0,15.472063898802976,14.316941273431418,13.748660085136615,13.45748330092693,13.306783050489276,0.031067461181104726,0.021539530198967493,0.025849003133115334,0.0376937441209654,0.07145837864879447,1.1551226253715576,0.15070025043765334,0.03780394827834365,0.08079058252650057,18.83460348052543,17.876384607007946,17.220740282277077,17.5547254449065,18.582066750189526,0.04526439068759746,0.030694452028759443,0.022676497578940736,0.19565614805472856,0.07392481221757995,0.9582188735174846,-1.0273413052830271,0.05469016776044186,0.20915593736018664
14,201.0,15.740949724883883,15.12663432804401,14.89921026485096,14.811261334063055,14.844573802614361,0.022965247550765292,0.033797304626260294,0.02457139691336462,0.0405472548996451,0.050373246155603006,0.6143153968398725,-0.03331246855130665,0.04086147813121996,0.0646648575978465,19.115749586987793,18.698587133426557,18.3917061374019,18.913881227699683,20.064421809915075,0.06482536120624931,0.0998383528116372,0.018316273186562915,0.07910255570142985,0.05491700611520932,0.41716245356123594,-1.1505405822153918,0.11903791054811756,0.09629689444190684
15,204.0,15.70348486381764,15.092022104382435,14.735782532054,14.51925298033602,14.397173963630403,0.022265592402706227,0.06853641048353677,0.019494852157174423,0.04496474760514377,0.04536544957039752,0.611462759435204,0.1220790167056176,0.07206244630187972,0.06387372340734931,19.07271898709171,18.665232946038515,18.226228066763632,18.625633097551827,19.64056786497361,0.06201524201269623,0.06025849114928011,0.019694842793212926,0.07356339822651439,0.06554569916314779,0.40748604105319686,-1.014934767421785,0.08646950906233453,0.09852823066217424
16,217.0,15.582938488111793,15.043268999181784,14.724719916444549,14.588655570310118,14.54748376635856,0.022020253662517038,0.033847871209131616,0.022344035692260313,0.03677067235502391,0.09022075170349945,0.5396694889300093,0.04117180395155806,0.040380316451850105,0.09742620994057513,18.9546745072011,18.627776229809697,18.228062267503162,18.70372369759056,19.785378296400097,0.06809189137810981,0.10809859577208145,0.014338974709811124,0.066746111131572,0.077972112385577,0.326898277391404,-1.0816545988095356,0.12775684748515115,0.10263865578356533
17,244.0,15.304056779089224,14.93484986871879,14.762610300254584,14.752746152952401,14.818046572596227,0.02220385367824758,0.06907000454763515,0.011005454143541192,0.06914175946809903,0.0793957974937807,0.3692069103704352,-0.06530041964382605,0.0725512001718467,0.10528188620089353,18.674914056946562,18.49239989684221,18.267102948286876,18.840323998827074,20.058533264998843,0.054144015252255664,0.048693313975865474,0.010902843162781669,0.057917106361052406,0.06416398930417166,0.18251416010435406,-1.218209266171769,0.07281904430565338,0.08643731099856886
18,257.0,15.200160663459584,14.64368105827765,14.321275023295366,14.148868598581208,14.059460061662003,0.02160638751943403,0.03159878793761015,0.024576103945729236,0.02624006150234447,0.04771733631934215,0.5564796051819343,0.0894085369192048,0.038279490340990846,0.0544562669769057,18.558174323959587,18.19266591039089,17.801433602638443,18.240282653147062,19.30840768827035,0.05468106820971436,0.049874841265331274,0.015400550135783724,0.1493923177841149,0.07810696076899881,0.3655084135686977,-1.0681250351232876,0.07401026288155871,0.16857865206923411
19,262.0,13.618701648614405,13.474430766284083,13.435971482774692,13.44245318554984,13.527124030051311,0.02069337835747641,0.0221654486855706,0.021268599058960024,0.034226908784724584,0.04554084835508811,0.14427088233032137,-0.08467084450147055,0.030323638028415006,0.05696885248852207,16.976406153425124,17.0336274657017,16.90584520081675,17.54083271489645,18.796883331843638,0.06020156401852245,0.10133614097912517,0.0060284941987861695,0.1542572959705065,0.0806112482196988,-0.057221312276574565,-1.2560506169471886,0.1178695964989165,0.17405024188340082
20,272.0,14.33340838535108,13.989264711909913,13.777700586683014,13.695299759473535,13.675007876323566,0.01880745801203271,0.04597502658810632,0.013771165591773651,0.03799619339012103,0.07898071340644203,0.3441436734411667,0.020291883149969436,0.04967316727018176,0.0876451014166223,17.7101199953065,17.573682372876796,17.30386490751275,17.814713765118746,18.91709452244279,0.06727918057906548,0.07880370549846111,0.019605578788522326,0.06683928432135947,0.0910306204855278,0.13643762242970325,-1.1023807573240454,0.103617142113063,0.11293389125754821
21,308.0,15.466607899153836,14.919415215742923,14.683280213926647,14.54596802159223,14.533801652475804,0.02919766833880922,0.02333049005692339,0.032959533320705725,0.06280572367622786,0.07553763480145934,0.5471926834109127,0.012166369116426878,0.03737399634397295,0.09823692380105013,18.83974150998066,18.483674737065613,18.136090981850252,18.64485493792822,19.813820718104054,0.07417429288555008,0.10314952126633475,0.02149370025738321,0.057336744315951135,0.07063704905742631,0.35606677291504596,-1.168965780175835,0.12704979127312807,0.09097854114182094
22,346.0,13.78402734989364,13.396295521902594,13.256941545569216,13.240065855515361,13.33263005804976,0.020064556851281175,0.10988877014601989,0.010900870112771953,0.028208816248742653,0.04608775006041663,0.3877318279910451,-0.09256420253439934,0.11170554259231315,0.0540353404707212,17.147345021945164,16.967434869704146,16.761941710235934,17.360652174485672,18.57770271588945,0.04674766457548952,0.044291296464747595,0.004197093122272258,0.0461789129088898,0.07393253297119454,0.17991015224101758,-1.217050541403779,0.06439769472419522,0.08716944091241836
23,369.0,15.300275385033416,14.6971781155111,14.458162673158624,14.402482491590298,14.444792069910651,0.022102242168100406,0.019932264732503868,0.024510362123398074,0.023522867410155912,0.055032446154848716,0.6030972695223156,-0.04230957832035287,0.029762464384253756,0.059848938344653185,18.670266759843972,18.26308690601214,17.946831535365984,18.536708105280823,19.687783569193122,0.05890790645363461,0.06366588450877028,0.01245051880380797,0.08716194686841681,0.06488123985840935,0.4071798538318312,-1.1510754639122993,0.08673803256377356,0.10865900914078484
24,385.0,16.31874160168124,15.010845965949699,14.355431229198455,14.055204765082689,13.882384286618182,0.02771220099285182,0.0207618673010107,0.019392611920907493,0.03306940240995665,0.0331213600571374,1.3078956357315406,0.17282047846450688,0.0346268857637096,0.046803951412099636,19.670584307480258,18.555881121900818,17.839621016276432,18.163437834575593,19.14746179542284,0.06575813609117792,0.08384140167759963,0.02743425492577293,0.31127119354011207,0.08687830268423144,1.1147031855794403,-0.9840239608472459,0.10655286527095591,0.3231680606204438
25,392.0,14.348143388766967,13.873195707482694,13.722604573938398,13.702332232237552,13.782720386507954,0.02565334986650845,0.02927873020132699,0.008978993443040414,0.0325534620566692,0.04187066885412602,0.47494768128427367,-0.08038815427040191,0.03892734773363819,0.05303659870473294,17.712704329632757,17.44960890020911,17.22690331370999,17.81224667429019,19.039206837328592,0.04627931521200517,0.13353638090252593,0.0023055647800729667,0.07662315595619835,0.09243668995054354,0.2630954294236467,-1.2269601630384024,0.14132848276634338,0.1200651892835755
26,414.0,15.765970437783997,15.165334183138963,14.827558448036289,14.67431637779432,14.590381337860839,0.016813409642292314,0.020244806141286296,0.01610308014538881,0.09561205524740703,0.07809663636247,0.6006362546450337,0.08393503993348084,0.026316210203936877,0.12345343138108833,19.120411576226243,18.710593022009917,18.30213022580014,18.74168968238872,19.837212968024005,0.05015700997429749,0.04675287548990619,0.020218821100697962,0.033195689762931,0.06635528201843996,0.40981855421632574,-1.0955232856352843,0.0685679007709617,0.0741955340339529
27,433.0,15.206659362919286,14.723644864695931,14.48812647619933,14.437266039737654,14.492236719248613,0.025263305171725425,0.040888741331355435,0.012980841425292286,0.029402813903713722,0.0556540627508794,0.48301449822335485,-0.054970679510958576,0.04806374679383852,0.06294362689053787,18.570280491346715,18.28873568102147,17.975042364289354,18.54277549869385,19.7170067803994,0.05646073362912333,0.12563227654251322,0.015354117357400337,0.04397036809890879,0.07670646123348308,0.2815448103252436,-1.174231281705552,0.1377362818983921,0.08841535197983084
28,440.0,14.502407763053824,14.225089896757138,14.10180292503427,14.095002816387854,14.198870605854362,0.025373243062410972,0.03674068724418081,0.030920883994390976,0.03901819052403548,0.04547803967888721,0.277317866296686,-0.10386778946650743,0.04465063899519129,0.05992221027969822,17.876126472788794,17.77966868851579,17.54379014317398,18.16447564133023,19.36247627398189,0.0687739310852038,0.049282966383150134,0.018668772482844972,0.051468364993957474,0.10472268640891129,0.096457784273003,-1.1980006326516595,0.08460889062288353,0.11668690433742084
29,460.0,15.65378373100449,15.19590975341124,15.006315532142626,14.96774156590683,15.016895911154117,0.023723278247636124,0.04534340222033724,0.010756895034560026,0.04103056351682724,0.06560441188296,0.4578739775932501,-0.049154345247288234,0.05117438866982242,0.07737858877633694,19.020603022467583,18.738184163560668,18.455178663282812,19.022282661844372,20.18492763561321,0.05678670958106833,0.038483860267771855,0.003316471680903971,0.05403753647731583,0.03360362439199593,0.2824188589069152,-1.1626449737688382,0.06859838107531392,0.06363378757244914
30,468.0,13.69161402037793,13.454342935543421,13.300912015666608,13.21364007506376,13.186400092714331,0.021773363072032564,0.02628043378173249,0.026197849111210328,0.049640809597207305,0.0393445870689088,0.23727108483450898,0.02723998234942826,0.034128295287379616,0.06334198062177354,17.067857714687523,17.022971684118453,16.791020575647245,17.328546543122513,18.453535421484354,0.06987242746218937,0.0741622775912813,0.027848817269806717,0.08894197856114307,0.08825078845423466,0.04488603056907081,-1.1249888783618402,0.10189307894545724,0.12529516037407396
31,470.0,14.546817777592643,14.240100190342229,14.070187009337996,14.006906510554495,14.008693077436602,0.020436505367344517,0.019939870533403903,0.007799191133677619,0.019893264993872777,0.033842591259290476,0.3067175872504144,-0.001786566882106655,0.02855256886023411,0.039256374963308166,17.910624377345563,17.808258106797005,17.606832226237596,18.13579045952188,19.276549176963908,0.06470084987597138,0.05225186083341982,0.009520824337210323,0.08518674043799764,0.08826586829189124,0.10236627054855774,-1.1407587174420293,0.08316523874328781,0.12266883977511271
32,478.0,15.114800013759908,14.64162690466037,14.476303144740331,14.411304258620248,14.482329876353866,0.019823939698872785,0.01901396877611693,0.020931897264547552,0.03249909619459183,0.05482531039180577,0.47317310909953747,-0.07102561773361771,0.027468520051209422,0.06373386786492076,18.48294871539859,18.20848937145123,17.927116038971867,18.50126360123117,19.696263647288546,0.05755844537676685,0.07472145099217392,0.0171407530677798,0.09435602545410585,0.08754474169881162,0.2744593439473597,-1.1950000460573769,0.09432003961283149,0.1287134077654986
33,489.0,15.596580685021486,14.949005396203477,14.592830542110352,14.422977553987891,14.339696764792611,0.02375065927785509,0.016917838429430284,0.018651387238181067,0.01613264172352417,0.040806016761495874,0.6475752888180093,0.08328078919528004,0.029160025261598662,0.043879301873651945,18.93217886044318,18.493858390981323,18.084717495347718,18.509325728946276,19.54111864905908,0.06286444364731769,0.12477422976890179,0.01988383698593024,0.07733198110882752,0.09081300005342066,0.438320469461857,-1.031792920112803,0.13971595001827627,0.11927797902764214
34,523.0,13.179311691716787,12.881949120680028,12.684985691328992,12.638662468326753,12.625087669814521,0.0237504290984307,0.02479268171869748,0.02818204414746734,0.04739831186019455,0.042037938251945794,0.2973625710367589,0.013574798512232533,0.034333073692348316,0.06335446487557658,16.52767726508476,16.427006320726786,16.198702594161258,16.7157725714312,17.850603190042676,0.04900640947622745,0.05602893297544286,0.008322936638002874,0.051914281806203166,0.0631613518644675,0.1006709443579723,-1.1348306186114776,0.0744370170017468,0.08175847983421017
35,526.0,15.44149307398185,14.999118772451606,14.84322357553144,14.772835233110907,14.821487102486955,0.021086477368259443,0.02685801359873112,0.007449412027335557,0.07052416118258027,0.05987424209729803,0.4423743015302435,-0.04865186937604804,0.03414663119945719,0.09251260550450635,18.82524989170399,18.564248273499416,18.300566561172502,18.880175014542818,20.0654748982082,0.07889221991495014,0.06963716687868056,0.002870715208971601,0.07160465761529036,0.041953494561662454,0.261001618204574,-1.1852998836653832,0.10522983119818287,0.08298989515681052
36,527.0,15.274288118867512,14.05337218900489,13.44015733286472,13.15563113707814,13.021943076829547,0.026926572115214653,0.029305176185011248,0.014989410557133317,0.026157769229456996,0.035778149307055064,1.2209159298626222,0.13368806024859303,0.03979740741694622,0.044320479001241087,18.636357678936825,17.61005895088607,16.937131828303468,17.27099693530085,18.277106296872805,0.04301534369085619,0.06298458265119267,0.006231121951460412,0.48163440230572047,0.09429638777742132,1.0262987280507545,-1.006109361571955,0.07627173424400026,0.49077846960951577
37,538.0,12.810386632608873,12.805113351022689,12.80904982607676,12.801500463600863,12.830118344333258,0.189087523075045,0.022023373526843783,0.024952166944384756,0.03944369266614171,0.037707960969730725,0.005273281586184453,-0.02861788073239424,0.1903657541790502,0.05456826194442862,16.185784661609663,16.352462443784255,16.287625136960834,16.89819154256911,18.108271754508657,0.038076097412834645,0.07273683495529422,0.026692748059870864,0.07590367544611734,0.08595605925997861,-0.16667778217459173,-1.2100802119395482,0.08210016049622183,0.11467262999397228
38,545.0,14.485780449342364,14.028413210394792,13.8530368766415,13.807848021717074,13.830591921816044,0.02745629057902497,0.02465648546830893,0.010309538829110761,0.05339869666608168,0.06714323591520618,0.4573672389475725,-0.02274390009896976,0.03690244122017925,0.08578831467514231,17.862185180762253,17.58180498146278,17.37912915363959,17.91359061640616,19.147396346817704,0.08297410251476992,0.06645388630902847,0.021889954802789192,0.0675632450383968,0.08581909108648854,0.2803801992994721,-1.233805730411543,0.1063053182757327,0.10922320483775169
39,550.0,14.918728500893568,14.588117157929595,14.40202320382811,14.320583095793873,14.33532357607207,0.05436775359839847,0.02559484057302704,0.019405949299182115,0.05467075688891824,0.11620920464694742,0.330611342963973,-0.01474048027819741,0.060091168197122284,0.12842690879828614,18.28253235029583,18.14796190927275,17.92238067920267,18.41976516663953,19.613327277237946,0.06256430497677486,0.05390931444886592,0.021285021948469596,0.07399125538648421,0.07149499461026053,0.13457044102307947,-1.1935621105984175,0.08258635747854241,0.10288945586399566
40,551.0,14.162297725209768,13.874374836661724,13.725380562763236,13.724218485098078,13.805340003713855,0.041845993778297376,0.08532289849840943,0.0102714862329036,0.038512746374032375,0.07195486755288472,0.28792288854804404,-0.08112151861577743,0.09503201672838045,0.08161332365382337,17.540251201295526,17.435924630223273,17.24432698789949,17.822417163194864,19.046273126199004,0.04989029153518049,0.053080570389105186,0.0051433784108992015,0.10025617416723283,0.07138144657117679,0.10432657107225296,-1.2238559630041408,0.07284633238741708,0.12307157012585924
41,558.0,14.63823649197888,14.154163447557352,13.963306976036671,13.935174185538612,13.980435410675948,0.020454961188280087,0.034788302157971275,0.016089214896108928,0.03133263945669987,0.04400989069607505,0.4840730444215282,-0.045261225137336325,0.040356305631813645,0.0540241128978905,18.004471845718378,17.69485769042148,17.439625811350858,18.011233920701486,19.218988044804068,0.06155551875448956,0.037849273080422886,0.0025905132045807022,0.04424462196246171,0.060092563490937695,0.30961415529689873,-1.207754124102582,0.07226098090844561,0.07462374125915644
42,596.0,16.262683201472182,15.583184257718262,15.221442025285683,15.02166435752461,14.93961456181257,0.043648070891711827,0.07940979652907591,0.03654648207916811,0.08302470383382642,0.09397365164447215,0.6794989437539201,0.08204979571203985,0.09061495393894507,0.12539596743951215,19.643008815886414,19.145557738399,18.670282341516895,19.112483665665415,20.145695460943788,0.06775431833100201,0.0387475929161528,0.017784377906917115,0.03124739438489385,0.05157418862974307,0.49745107748741546,-1.0332117952783726,0.07805141644643389,0.06030171298281182
43,610.0,16.555579543767674,15.19901765566425,14.478389793826116,14.151632335009165,13.93849019248142,0.022161308878860465,0.046217136941112236,0.009634038400792022,0.09656224194510547,0.1352743897271252,1.3565618881034247,0.21314214252774377,0.051255705616621655,0.16620296954480457,19.93330082614891,18.7413571323021,17.947531257869798,18.22250580291075,19.19360800809316,0.04713862495984343,0.04362741498362663,0.006255555680226621,0.040951196243042026,0.062267077850400546,1.1919436938468095,-0.9711022051824116,0.06422928694340568,0.07452643462399085
44,618.0,13.801715318143891,13.438432425152186,13.32109574031145,13.269457402680311,13.310488237845703,0.01882563619701945,0.038175784464708866,0.006067854523655214,0.07250424957319343,0.06055627690960576,0.36328289299170535,-0.04103083516539208,0.042565186452292625,0.09446654899658805,17.16544975875021,16.991274898692147,16.769043086631708,17.359176436644184,18.638088589182203,0.03834346848495222,0.10841927703546414,0.0021361395413315165,0.4078317567650867,0.056026532358580995,0.17417486005806282,-1.2789121525380196,0.11499983134052522,0.4116621359248674
45,619.0,16.525764082237615,14.753021856362558,13.803156075049724,13.330204049937253,12.993896339694688,0.026977319185149895,0.024353496311516565,0.0058097594445136735,0.03385189806697296,0.0398910382414284,1.7727422258750565,0.3363077102425649,0.0363437550758381,0.05231869584303331,19.882196407240073,18.308148669556097,17.297329241058286,17.41739166171285,18.28080642569153,0.03814530447865426,0.060257034437498365,0.01603014747861664,0.06952386595115442,0.0799018214493662,1.5740477376839763,-0.8634147639786818,0.07131601820749042,0.10591444192233883
46,621.0,15.222910509229113,14.748282708920096,14.491244206614606,14.402319789894548,14.381654691343075,0.019617880686156136,0.055830072708479575,0.00788498985736208,0.05523400069246414,0.04440714497043089,0.4746278003090172,0.020665098551473804,0.05917650092097685,0.07087164000444744,18.586523401445742,18.306994962977498,17.981781195477183,18.49803293884598,19.668263550243076,0.05329561105328164,0.02647468696142619,0.003333538019859361,0.052495417739780156,0.06931206420074464,0.27952843846824393,-1.1702306113970948,0.05950908508159226,0.08694786442140008
47,648.0,15.364333742130196,14.663866729673812,14.312762642825547,14.16714795588262,14.148220017495138,0.021855548526744945,0.022927162130300802,0.006012982806108624,0.02620882968879352,0.05139017830983724,0.7004670124563841,0.01892793838748119,0.031675223199750344,0.05768754787970321,18.73554699654668,18.239492262613904,17.821130194266477,18.29950014041194,19.41813343910942,0.06138233841034327,0.04981014838381585,0.009795555187064764,0.12140741438353385,0.09487199772009677,0.49605473393277677,-1.1186332986974783,0.07904961954835492,0.15407938284759953
48,653.0,13.66905859863303,13.409092332288118,13.28869195955595,13.347084822384534,13.460175070153904,0.021469175595855126,0.020038850138780033,0.013459304700955244,0.019700405287438785,0.04134994673775706,0.2599662663449127,-0.11309024776936916,0.02936802709836236,0.04580310102716509,17.041394352393034,17.003259713788044,16.85476145506508,17.470308109920524,18.72007565885542,0.06113221837720464,0.13550518564925113,0.01038873880385438,0.2932276842408096,0.0977912479397509,0.038134638604990556,-1.2497675489348978,0.14865666302442096,0.3091045178881114
49,654.0,14.31914361580619,13.98974453835153,13.860172661265743,13.86794241014784,13.976846477568728,0.026606917702695562,0.03013036079547087,0.0043496497424406755,0.06953202696110575,0.04763102157342912,0.32939907745466,-0.10890406742088743,0.04019660074313825,0.08428177139481827,17.671576124492738,17.55198738994303,17.330257893191593,17.96509631582451,19.17898120524926,0.08008341396427719,0.04891633733853043,0.0008323121253610566,0.0508746730456432,0.10283037200587358,0.11958873454970842,-1.213884889424751,0.09384114902744262,0.11472714484535665
50,657.0,15.222557855429043,14.786400162800104,14.614906118182297,14.559937050406244,14.648373464332604,0.025655560662663782,0.037241860929773794,0.0014170688849368673,0.06094120320127917,0.03949100910786346,0.4361576926289388,-0.08843641392635959,0.045223489454355836,0.0726179733122383,18.58136100623978,18.354145260089854,18.087459963162267,18.668455352368063,19.87307870609267,0.07171152714696659,0.047896509047628655,0.0026482777329519536,0.02957654781927687,0.09183105879371667,0.2272157461499269,-1.2046233537246067,0.08623583190704256,0.09647650252823751
51,658.0,15.178456420895428,13.777601502049237,13.055889675881897,12.73416145576693,12.522133479948724,0.031020353287751858,0.018392212153107684,0.009419174359242888,0.036237022372554085,0.02698572341722489,1.400854918846191,0.21202797581820576,0.03606294200397216,0.04518131315909206,18.42038303145798,17.281514415627324,16.515933131412883,16.790820751803288,17.750397586780316,0.06261886341927375,0.06472800799289606,0.0014793790037792576,0.05821172073545827,0.06505027964184001,1.1388686158306562,-0.9595768349770282,0.09006018584618887,0.08729343224128931
52,669.0,15.161958185976928,14.62987169834355,14.329644676989103,14.137817417536624,14.097699819301331,0.02742520976379906,0.03082724511689755,0.020394631533896757,0.057427024263793224,0.05330691402692155,0.5320864876333786,0.04011759823529282,0.041260891557086635,0.07835489901000385,18.524034131020386,18.201429387517088,17.794382208696465,18.242075901990802,19.2955069988506,0.06710829200417949,0.10165331635185389,0.002294555831664269,0.06385651141389664,0.08104319318365617,0.32260474350329815,-1.0534310968597964,0.12180689463674994,0.10317777479358879
53,715.0,16.37899660648234,15.584533461576376,15.14818963782669,14.943359565354662,14.85748705826726,0.017317174879458372,0.07068123735886735,0.0,0.10979424008306767,0.12271499955178608,0.7944631449059631,0.08587250708740157,0.07277171057757464,0.16466252236138362,19.73614716112847,19.14786025783753,18.635660861839302,19.036252170624593,20.098486207273446,0.04102201858307197,0.039439016721448485,0.0,0.053553366536616805,0.046667373578845796,0.5882869032909426,-1.062234036648853,0.05690555375870263,0.07103384280857107
